#separator:comma
#html:true
#deck column:1
#tags column:38
NEW-JLPT::NEW-N5,0b463316-2ed7-11ef-a183-99ad05e145f0,〜やすい,,接尾,〜やすい,简单的，容易……的,簡單的，容易……的,〜易い,[sound:やすい_ヤス＼イ_2_NHK-2016-local.mp3],,わかりやすい説明,わかり<b>やすい</b>説明[せつめい],易懂的说明,易懂的說明,[sound:hypertts-51f531cff8f727ddf6be79753868cc517c283f58cacf14a2a76d7164.mp3],対,〜にくい,〜にくい,难……,難……,[sound:hypertts-0da28562abe222c87326c159d5089255b6956e962ac6c2fde20c4add.mp3],,,,,,,,,,,,,412,,,NEW-JLPT-v2::N5 NEW-JLPT-v2::v25.06.24
NEW-JLPT::NEW-N5,0b479dbe-2ed7-11ef-a183-99ad05e145f0,〜か月,,接尾,〜かげつ,……个月,……個月,,[sound:かげつ_カ↓ゲツ_1_Daijisen-mp3-local.mp3],,1年は12か月です,1 年[ねん]は12<b>か 月[げつ]</b>です,一年十二个月,一年十二個月,[sound:hypertts-06f304bb722c25b04c3aefcb9cffd98e8ae16aacd1ad9c339ddbc805.mp3],,,,,,,,,,,,,,,,,,,6067,,,NEW-JLPT-v2::N5 NEW-JLPT-v2::v25.06.24
NEW-JLPT::NEW-N5,0b47a8ea-2ed7-11ef-a183-99ad05e145f0,キログラム,③,名,(英) kilogram；(法) kilogramme,千克，公斤,千克，公斤,,[sound:キログラム_キログ＼ラム_3_NHK-2016-local.mp3],,一度に50キログラム買った,一度[いちど]に50<b>キログラム</b> 買[か]った,一次就买了五十公斤,一次就買了五十公斤,[sound:hypertts-1526d112964817325989734ebf36b6625c3868ef9eafcd263718d218.mp3],,,,,,,,,,,,,,,,,,,41316,,,NEW-JLPT-v2::N5 NEW-JLPT-v2::v25.06.24
NEW-JLPT::NEW-N5,0b47b2f4-2ed7-11ef-a183-99ad05e145f0,キロメートル,,名,(法) kilomètre,……千米，……公里,……千米，……公里,,[sound:キロメートル_キロメ＼ートル_3_NHK-2016-local.mp3],,4キロメートル以内は無料配達いたします,4<b>キロメートル</b> 以内[いない]は 無料[むりょう] 配達[はいたつ]いたします,四公里以内免费送货,四公里以內免費送貨,[sound:hypertts-65b4949e0350a4bd197a3163674bd1cd81ff8e428a75f4442a9bf79e.mp3],,,,,,,,,,,,,,,,,,,21796,,,NEW-JLPT-v2::N5 NEW-JLPT-v2::v25.06.24 NEW-JLPT-v2::外
NEW-JLPT::NEW-N5,0b47be0c-2ed7-11ef-a183-99ad05e145f0,グラム,①⓪,名,(英) gram；(法) gramme,克,克,,[sound:グラム_グラム━_0_NHK-2016-local.mp3],,この牛肉は100グラム600円です,この 牛肉[ぎゅうにく]は100<b>グラム</b>600 円[えん]です,这种牛肉一百克六百日元,這種牛肉一百克六百日元,[sound:hypertts-7396dedc18387f7d4baa4acd77755bcc6b950bc882cb57bdaea418a6.mp3],,,,,,,,,,,,,,,,,,,18001,,,NEW-JLPT-v2::N5 NEW-JLPT-v2::v25.06.24 NEW-JLPT-v2::外
NEW-JLPT::NEW-N5,0b47c7b2-2ed7-11ef-a183-99ad05e145f0,〜さん,,接尾,〜さん,（表达敬意或亲近感）……先生，……女士,（表達敬意或親近感）……先生，……女士,,[sound:さん_サン━_0_NHK-2016-local.mp3],,山田さん,山田[やまだ]<b>さん</b>,山田先生/女士,山田先生（女士）,[sound:hypertts-5f2da4cc66e78bffc5147c8ad2fdeb507be72173106f94743a5e257e.mp3],,,,,,,,,,,,,,,,,,,36,,,NEW-JLPT-v2::N5 NEW-JLPT-v2::v25.06.24
NEW-JLPT::NEW-N5,0b47d0b8-2ed7-11ef-a183-99ad05e145f0,〜すぎ,,接尾,〜すぎ,过分……，过度……,過分……，過度……,〜過ぎ,[sound:すぎ_スキ゚━_0_NHK-2016-local.mp3],,食べすぎ,食[た]べ<b>すぎ</b>,吃多了,吃多了,[sound:hypertts-832b7ef04f2cff1780af30ab9e3dcebe69589023dcdb94aad1d6e7a3.mp3],,,,,,,,,,,,,,,,,,,1005,,,NEW-JLPT-v2::N5 NEW-JLPT-v2::v25.06.24
NEW-JLPT::NEW-N4,0b47d982-2ed7-11ef-a183-99ad05e145f0,〜ちゃん,,接尾,〜ちゃん,小……,小……,人名や人を表す語に付いて、親しみの気持ちを表す,[sound:チャン_チャ↓ン_1_Daijisen-mp3-local.mp3],,姉ちゃん,姉[あね]<b>ちゃん</b>,姐姐,姊姊,[sound:hypertts-aa5312dd446392c3a5e300d84ee973ba742d9ab105b2caccc9dd1926.mp3],,,,,,,,,,,,,,,,,,,421,,,NEW-JLPT-v2::N4 NEW-JLPT-v2::v25.06.24
NEW-JLPT::NEW-N5,0b47e1fc-2ed7-11ef-a183-99ad05e145f0,〜にくい,,接尾・イ形,〜にくい,难……,難……,,[sound:にくい_ニク＼イ_2_NHK-2016-local.mp3],,わかりにくい,わかり<b>にくい</b>,难懂,難懂,[sound:hypertts-fbe5fb96111cc4c91761026337effaae16eea027248a8808f87a2041.mp3],対,〜やすい,〜やすい,容易……,容易……,[sound:hypertts-69e7549f85a684832c239203f9275bf632c70e2cc3df25a31d74ef75.mp3],,,,,,,,,,,,,1218,,,NEW-JLPT-v2::N5 NEW-JLPT-v2::v25.06.24
NEW-JLPT::NEW-N5,0b47eada-2ed7-11ef-a183-99ad05e145f0,〜回,,名,〜かい,……回，次,……回，次,,[sound:回_カ＼イ_1_NHK-2016-local.mp3],,3回の授業,3 <b>回[かい]</b>の 授業[じゅぎょう],三次课,三次課,[sound:hypertts-db9cafe65772b943e56fd0f5420f652ced225fe100f4e6834eb2221a.mp3],,,,,,,,,,,,,,,,,,,1227,,,NEW-JLPT-v2::N5 NEW-JLPT-v2::v25.06.24
